230,173,174,92,227,230,125,142,216,129,135,101,121
24,0,0,13,0,107,25,34,25,0,12,10,14
107,8,18,10,68,1,25,26,35,35,36,2,8
0,5,2,13,35,11,3,5,12,36,0,35,0
14,68,14,4,47,52,4,30,11,19,36,5,33
46,17,15,20,40,0,3,27,38,19,4,10,19
dnb,8,37,5,1,4,15,dnb,22,2,0,4,0
dnb,23,29,0,dnb,10,18,dnb,14,dnb,14,11,24
dnb,12,0,20,dnb,6,2,dnb,17,dnb,0,dnb,5
dnb,1,3,dnb,dnb,dnb,4,dnb,2,dnb,0,dnb,2
dnb,dnb,5,dnb,dnb,dnb,0,dnb,7,dnb,4,dnb,0
dnb,dnb,1,dnb,dnb,dnb,0,dnb,5,dnb,1,dnb,0
